Failure.Times Censored
1,085	 1                      
1,500	 1               
1,390	 1               
  152	 1               
  971	 1               
  966	 1               
  997	 1               
  887	 1               
  977	 1               
1,022	 1               
2,087	 1               
 646	 0      
  820	 1               
 897	 0      
  810	 1               
   80	 1               
1,167	 0     
  711	 0     
1,203	 0       
   85	 1               
1,070	 1               
  719	 1               
 1,795	 1   
 1,890	 0
 1,145	 1          
 1,380	 1          
    61	 1          
 1,165	 1          
   437	 1          
 1,152	 1          
   159	 1          
 3,428	 1          
   555	 1          
   727	 1          
 2,294	 1          
   663	 1          
 1,427	 1          
   951	 0
   767	 1          
   546	 1          
   736	 1         
   917	 1          
 2,871	 1          
 1,231	 1    
  100	 1 
1,628	 0 
  759	 1 
  246	 1 
  861	 1 
  462	 1 
 1,079	 1 
 1,199	 1 
   424	 1 
   763	 1 
 1,297	 1 
 2,238	 1 
 1,388	 0 
 1,153	 1 
 2,892	 1 
 2,153	 1 
   853	 1 
   911	 1 
  2,181	 0
 1,042	 1 
   799	 1 
   750   0
