tester  time
1	140.3
1	158.0
1	183.9
1	132.7
1	117.8
1	98.7
1	164.8
1	136.6
1	93.4
1	116.6
2	193.0
2	172.5
2	173.3
2	204.7
2	172.0
2	152.7
2	234.9
2	216.5
2	422.6
2	262.6
3	73.5
3	263.7
3	192.3
3	37.1
3	160.3
3	159.2
3	133.5
3	200.7
3	189.6
3	157.1
4	196.5
4	218.9
4	196.9
4	253.3
4	212.5
4	239.6
4	181.3
4	193.0
4	178.3
4	262.8
5	145.7
5	116.5
5	150.5
5	141.6
5	129.0
5	178.4
5	133.4
5	120.2
5	192.6
5	179.0
6	171.9
6	188.1
6	191.6
6	154.3
6	171.3
6	157.4
6	132.2
6	156.7
6	194.8
6	173.3
7	183.2
7	222.4
7	197.5
7	211.0
7	178.0
7	130.5
7	160.9
7	197.6
7	90.0
7	213.0
8	244.0
8	179.2
8	176.2
8	207.7
8	148.2
8	121.6
8	195.0
8	133.6
8	167.2
8	98.5
9	187.4
9	202.0
9	175.0
9	171.7
9	230.5
9	174.2
9	220.2
9	166.3
9	239.8
9	223.7
10	186.0
10	202.0
10	200.9
10	137.1
10	195.8
10	162.4
10	134.6
10	174.5
10	272.9
10	173.8
