# The *'s have been coded as -999
Plane Interfailure
7907	194
7907	15
7907	41
7907	29
7907	33
7907	181
7908	413
7908	14
7908	58
7908	37
7908	100
7908	65
7908	9
7908	169
7908	447
7908	184
7908	36
7908	201
7908	118
7908	-999
7908	34
7908	31
7908	18
7908	18
7908	67
7908	57
7908	62
7908	7
7908	22
7908	34
7909	90
7909	10
7909	60
7909	186
7909	61
7909	49
7909	14
7909	24
7909	56
7909	20
7909	79
7909	84
7909	44
7909	59
7909	29
7909	118
7909	25
7909	156
7909	310
7909	76
7909	26
7909	44
7909	23
7909	62
7909	-999
7909	130
7909	208
7909	70
7909	101
7909	208
7910	74
7910	57
7910	48
7910	29
7910	502
7910	12
7910	70
7910	21
7910	29
7910	386
7910	59
7910	27
7910	-999
7910	153
7910	26
7910	326
7911	55
7911	320
7911	56
7911	104
7911	220
7911	239
7911	47
7911	246
7911	176
7911	182
7911	33
7911	-999
7911	15
7911	104
7911	35
7912	23
7912	261
7912	87
7912	7
7912	120
7912	14
7912	62
7912	47
7912	225
7912	71
7912	246
7912	21
7912	42
7912	20
7912	5
7912	12
7912	120
7912	11
7912	3
7912	14
7912	71
7912	11
7912	14
7912	11
7912	16
7912	90
7912	1
7912	16
7912	52
7912	95
7913	97
7913	51
7913	11
7913	4
7913	141
7913	18
7913	142
7913	68
7913	77
7913	80
7913	1
7913	16
7913	106
7913	206
7913	82
7913	54
7913	31
7913	216
7913	46
7913	111
7913	39
7913	63
7913	18
7913	191
7913	18
7913	163
7913	24
7914	50
7914	44
7914	102
7914	72
7914	22
7914	39
7914	3
7914	15
7914	197
7914	188
7914	79
7914	88
7914	46
7914	5
7914	5
7914	36
7914	22
7914	139
7914	210
7914	97
7914	30
7914	23
7914	13
7914	14
7915	359
7915	9
7915	12
7915	270
7915	603
7915	3
7915	104
7915	2
7915	438
1916	50
1916	254
1916	5
1916	283
1916	35
1916	12
1917	130
1917	493
8044	487
8044	18
8044	100
8044	7
8044	98
8044	5
8044	85
8044	91
8044	43
8044	230
8044	3
8044	130
8045	102
8045	209
8045	14
8045	57
8045	54
8045	32
8045	67
8045	59
8045	134
8045	152
8045	27
8045	14
8045	230
8045	66
8045	61
8045	34
